Description,Views,Likes,Comments,Shares,Bookmarks,Post URL
"GRWM DARTMOUTH WOMENS RUGBY GAME DAY EDITION 💚 I totally forgot I did this vlog!  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation #dartmouthrugby #dartmouthathlete #dartmouth #d1rugby   ","4399","215","2","0","6","https://www.tiktok.com/@ariana.ramsey/video/7199307129763958062"
"Deleting later 😂","192","16","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7199302732321148202"
"DAY 6: 30 DAY AB CHALLENGE 100 ABS A DAY🔥 Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","570","35","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7199294366567894315"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","697","44","0","0","2","https://www.tiktok.com/@ariana.ramsey/video/7199041412317515054"
"DAY 5: 30 DAY AB CHALLENGE 100 ABS A DAY Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! 🔥🔥 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout ","318","12","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7198882907820150058"
"THE OFFICIAL BRONCO TEST! This is funny af 😂😂 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","20900","1760","2","19","42","https://www.tiktok.com/@ariana.ramsey/video/7198610646349483306"
"DAY 4: 30 DAY AB CHALLENGE 100 ABS A DAY THIS WAS AN EARLY ONE IF YALL CANT TELL by my face 😂 but I’m getting it done!! 🔥 Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","753","117","0","1","9","https://www.tiktok.com/@ariana.ramsey/video/7198543264528600362"
"Follow me for my journey and check out this new sound by Kali Uchis 🤩 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite #fitness #cheerisasport #cheer","596","61","2","1","1","https://www.tiktok.com/@ariana.ramsey/photo/7198202175812635950"
"DAY 3: 30 DAY AB CHALLENGE 100 ABS A DAY Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","930","95","2","2","25","https://www.tiktok.com/@ariana.ramsey/video/7198172384170380587"
"Don’t lie friend  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1354","45","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7198000466217733418"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1231","85","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7197876321475775787"
"Rugby players never want to get out the game!! 😂😂. #olympian #olympicathlete #athlete #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","2492","203","5","5","7","https://www.tiktok.com/@ariana.ramsey/video/7197872302569147691"
"DAY 2: 30 DAY AB CAHLLENGE 100 ABS A DAY 🔥 Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","737","88","4","4","21","https://www.tiktok.com/@ariana.ramsey/video/7197772655280311598"
"DAY 1: 30 DAY AB CHALLENGE 100 ABS A DAY CHECKOUT MY IG FOR THE RULES TO WIN A FREE TEE SHIRT!!  #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1022","84","1","0","10","https://www.tiktok.com/@ariana.ramsey/video/7197430626859961642"
"Lol ","1258","71","7","0","0","https://www.tiktok.com/@ariana.ramsey/video/7197254903578873134"
"#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1293","122","1","0","8","https://www.tiktok.com/@ariana.ramsey/video/7196846616190504234"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1074","98","1","1","5","https://www.tiktok.com/@ariana.ramsey/video/7195244484651732270"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","100200","6288","15","66","252","https://www.tiktok.com/@ariana.ramsey/video/7194915374209518890"
"#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1046","90","4","0","2","https://www.tiktok.com/@ariana.ramsey/video/7194619296725863726"
"VALID  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","514","32","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7194416571979337006"
"#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1069","103","0","1","1","https://www.tiktok.com/@ariana.ramsey/video/7194143723985390894"
"#poolside ","562","24","1","0","2","https://www.tiktok.com/@ariana.ramsey/video/7193475661992906030"
"","459","7","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7193473284036676910"
"@aplusautumn first attempt 😂😂","857","96","3","0","2","https://www.tiktok.com/@ariana.ramsey/video/7193387315933367598"
"Follow meeeee 💗💗💗  #CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","492","32","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7193352980790381867"
"#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","862","86","2","0","3","https://www.tiktok.com/@ariana.ramsey/video/7190461966207454510"
"In such a fast pace life, a lot of us think we have to keep up with each other but our only competition is ourselves and how we get better every day. Only we know what we truly need to work on in which areas of our life. ITS ONLY YOU VS YOU 🏋🏽‍♀️ #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok ","527","58","0","0","2","https://www.tiktok.com/@ariana.ramsey/video/7189989530987138350"
"GOOD MORNING ☀️ I bet when y’all start hitting the gym more consistently you feel 10 times more confident, motivated, and abundant. Don’t sell yourself short of your health #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","529","53","1","0","3","https://www.tiktok.com/@ariana.ramsey/video/7189644839099632938"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","488","31","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7188351140877061418"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","674","81","0","1","3","https://www.tiktok.com/@ariana.ramsey/video/7188308680390266158"
"HAPPY FRIDAY GO GET AFTER IT! & Follow an Olympian for some motivation!  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","526","48","3","0","4","https://www.tiktok.com/@ariana.ramsey/video/7188155671098019118"
"FOLLOW ME FOR MY JOURNEY 💖🤞🏽 #NCAA #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","679","72","3","0","2","https://www.tiktok.com/@ariana.ramsey/video/7187820471340125483"
"Follow me to stay updated on my journey!! #olympian #NCAA #womensrugby #rugby ","1069","84","4","0","1","https://www.tiktok.com/@ariana.ramsey/video/7187476653025529134"
"Follow meeeee we can be besties  #olympian ","649","52","0","3","1","https://www.tiktok.com/@ariana.ramsey/video/7187098278037654826"
"Self care day 😆 @#selfdate #grwm ","609","35","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7187032985244273966"
"","244","17","2","1","0","https://www.tiktok.com/@ariana.ramsey/video/7186877779365874990"
"I’m too stressed in Macy’s right now 😭","507","45","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7186397172785483051"
"Sending good vibesss ✨✨💗FOLLOW MEE 💗✨💗✨ #222 #333 #444 #555 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","526","34","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7185980944501771562"
"#CapCut HAPPY SATURDAY! FOLLOW AN OLYMPIAN FOR SOME MOTIVATION   ##olympian##olympicathlete##athlete##rugbyplayer##rugby##usarugby##blackathlete##gym##gymtok##gymgirl##excersices##excercise##fitness##fit##olympicathlete##rugbyworkouts##naturalathlete##fitathlete##womenofdartmouth##femaleathlete##gymmotivation##motivation##gymtok ##motivation","512","36","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7185957549684903210"
"I really hope my crush didn’t see me make this  ##olympian##olympicathlete##athlete##rugbyplayer##rugby##usarugby##blackathlete##gym##gymtok##gymgirl##excersices##excercise##fitness##fit##olympicathlete##rugbyworkouts##naturalathlete##fitathlete##womenofdartmouth##femaleathlete##gymmotivation##motivation##gymtok ##motivation","517","28","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7185709322679160110"
"My next full day video will be 100 times better! FOLLOW FOR MORE, I’m going to do one every other day #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","151","10","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7185687932420771118"
"The pressure is definitely getting worsaaa  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","2790","234","5","1","9","https://www.tiktok.com/@ariana.ramsey/video/7185353917151055147"
"HAPPY THURSDAY! Follow me for motivation and workout vids 🥳 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","551","36","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7185168003040972078"
"Can you tell I’m hype that I’ve grown, actually both physical and mentally🥰  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ","578","25","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7184945546455452970"
"You are what you eat 😐 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ","5858","606","9","1","5","https://www.tiktok.com/@ariana.ramsey/video/7184901994220490030"
"#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ","544","51","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7184564577131089195"
"MONDAY MOTIVATION 😈 FOLLOW ME FOR MY JOURNEY  #CapCut #olympian #olympicathlete  #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ","396","22","3","2","0","https://www.tiktok.com/@ariana.ramsey/video/7184075134834085163"
"#CapCutNYE #TikTokHolidays #travel #blackgirltravel #blackluxury #blackcruise #ncl #norweigencruiseline #norweigancruise #blackncl #blackcruise #luxurycruise ","5139","71","3","9","7","https://www.tiktok.com/@ariana.ramsey/video/7183318166347582766"
"Follow me for my journey ❤️❤️ #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #dartmouth","821","68","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7182944594110270763"
"I love my life ❤️ #olympian I just made it back to the Olympic Training Center so follow me for training content!! 💗💗","508","35","0","0","2","https://www.tiktok.com/@ariana.ramsey/video/7182316407776955690"
"Stay updated with my journey! #olympicjourney #olympian #CODSquadUp ","631","51","6","1","0","https://www.tiktok.com/@ariana.ramsey/video/7182277798835260714"
"Truly loving our lives #turksandcaicos ","651","46","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7178635175927057707"
"","483","25","0","1","1","https://www.tiktok.com/@ariana.ramsey/video/7178559749191912746"
"#turksandcaicos #olympian ","464","22","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7178559420354268459"
"Follow me! #turksandcaicos #olympian  ","507","59","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7178559385021484331"
"Follow me for my journey!! #olympian #TheRealPussinBoots #rugby ","507","55","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7177912310026030382"
"A little London recap 🇬🇧😍 #london #blacklondon ","470","27","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7177565418578627882"
"#olympian #TheRealPussinBoots ","489","36","3","1","0","https://www.tiktok.com/@ariana.ramsey/video/7177191994777668910"
"#olympian #dartmouth #blackgirltrend ","701","33","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7177070976465685803"
"#ijustwannarock ","484","24","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7175935382100430122"
"welcome to my lifeee 🙃🙃 follow me for the journey 😵 #olympian #talentmanagement #entrepreneur ","546","49","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7174937322142649646"
"📍🇬🇧 Flippers World Skate rink in Ariel Way, London! By far one of the most fun places in London!!   #blacklondon #londonskaterink #blacklondonclubs #indoorskating #londonindoorskating #londonskating ","979","19","0","2","5","https://www.tiktok.com/@ariana.ramsey/video/7174194882515455275"
"#superbass ","252","20","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7172621707411295530"
"#london #londonfirstimpressions #traveltok #londonheathrow #blacklondon","572","42","6","12","0","https://www.tiktok.com/@ariana.ramsey/video/7172489508410117418"
"#CapCut humbly and respectfully I’m only wishing for pure happiness ❤️🤞🏽 #walksound #runway #olympian #runwayolympian ","589","35","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7172297056181030187"
"I know how it’s spelled but hey blame my momm 😭 @Tiyanna does this all the time yall and I’ve known her for years 😭😭#arinotari #dontcallmekimhoe ","865","40","5","0","0","https://www.tiktok.com/@ariana.ramsey/video/7171978342667898158"
"London fits for this weekend ❤️❤️  #londonoutfits #olympian #london #outfits #preppyoutfits ","801","40","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7171937685903412526"
"I went to the Olympics for god sakes!! #olympian #shuttfup #rugby #dartmouth #shittfupsoundslomo ","66200","378","6","52","86","https://www.tiktok.com/@ariana.ramsey/video/7171908892593687854"
"Guys I just moved back from college and my sister has been staying in my room so I got it all the way together!! ","538","51","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7170712378609454382"
"This is only the first half of my life .. #olympian ","497","52","3","1","0","https://www.tiktok.com/@ariana.ramsey/video/7169720610958986542"
"TWINZIESS 🤪 #olympian #rugby #testingthealgorithm #athlete ","538","34","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7164755646922034478"
"Try ittt if you’re athletic and looking for something new!! #rugby #olympian #athlete","169","19","6","0","0","https://www.tiktok.com/@ariana.ramsey/video/7163321231150796075"
"On the firsttt tryyy 🤣🤣 @simone ","671","34","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7162737011168660778"
"missed the gang #olympian #abs ","4884","562","3","0","5","https://www.tiktok.com/@ariana.ramsey/video/7162641538390969643"
"#olympian #dance ","600","29","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7162623047776603435"
"My kneeess!! Will be doing this over until it’s perfect haha ","786","40","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7158152622334283054"
"Meet the Dean Family 💕 🤣","755","75","6","11","1","https://www.tiktok.com/@ariana.ramsey/video/7157095611693550894"
"#OLYMPIAN #RUGBY #DARTMOUTH #fyp ","842","111","7","0","0","https://www.tiktok.com/@ariana.ramsey/video/7154553947712261419"
"#fyp #olympian ","525","19","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7150363198145727786"
"Now how long do yall think it took to do my braids? 😭😭 #fyp #braids ","623","40","2","0","2","https://www.tiktok.com/@ariana.ramsey/video/7149693132081515822"
"@flossybaby EDITION, guys this is all jokes im replicating Flossy Baby 😭","490","59","7","0","0","https://www.tiktok.com/@ariana.ramsey/video/7148831878592810286"
"#fyp ","490","33","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7148241866872442158"
"#OLYMPIAN #athlete #rugby #teamusa ","533","25","0","2","0","https://www.tiktok.com/@ariana.ramsey/video/7146700610870742318"
"this does in fact happen 😭 #rugby #athlete #olympian ","1295","139","11","0","1","https://www.tiktok.com/@ariana.ramsey/video/7146332495242431790"
"#FYP","251","19","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7146270490485738794"
"If this applies to you, go after it 🥳🥳#mondaymotivation #LikeAMonarch #olympian #dartmouth #rugby #athlete","268","12","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7145061489928408363"
"#dartmouthrugby #rugby #athlete @notdartmouthwrugby ","873","46","1","0","2","https://www.tiktok.com/@ariana.ramsey/video/7144346904539761963"
"Life of the injured 🤕 #dartmouth #athlete ","474","22","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7143801872736865582"
"#greenscreen #dartmouth #rugby #olympian #roster #athlete ","715","35","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7143800378671254830"
"#dartmouth #food #dartmouthfood #olympian #athlete","2133","82","0","2","2","https://www.tiktok.com/@ariana.ramsey/video/7143701771045637418"
"#fyp im never dohbling back 😭 ever","366","41","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7143318770327620907"
"#fyp #dartmouth #olympian #athlete ","304","17","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7143313681814719786"
"#greenscreen #greenscreenvideo this trend is actually too cute #olympian #athlete #rugby #dartmouth ","1736","235","2","0","3","https://www.tiktok.com/@ariana.ramsey/video/7141517310623370542"
"#fyp #mediaday #dartmouth #rugby #canwegetthebill ","952","49","1","2","1","https://www.tiktok.com/@ariana.ramsey/video/7141489169121119534"
"#fyp #dartmouth #rugby @notdartmouthwrugby #athlete #olympian #passingthephone #grouptiktoks ","3639","168","4","3","14","https://www.tiktok.com/@ariana.ramsey/video/7141487645024144682"
"The best parties are when the rugby girls go together 🤪 #rugby #athlete #dartmouth #grouptok #grouptiktok #olympian @dartmouthwrugby ","1024","44","0","3","1","https://www.tiktok.com/@ariana.ramsey/video/7141045488945712430"
"We are the best rugby team, sorry not sorry #rugby #dartmouth #athlete #olympian ","1508","140","1","1","3","https://www.tiktok.com/@ariana.ramsey/video/7140716028262223150"
"#rugby #dartmouthrugby #athlete #team #grouptiktoks ","1841","140","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7140713657964449067"
"#fyp MEDIA DAYYYY","772","63","2","1","1","https://www.tiktok.com/@ariana.ramsey/video/7140673908126158126"
"#fyp ","95","9","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7140673394579721518"
"#fyp MEDIA DAY","561","18","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7140666152597916970"
"When they say trust the proccess, this is what they meant 😭 #backflip #athletes #dartmouth @asiasun17  @Anjali Pant ","82500","7941","0","25","696","https://www.tiktok.com/@ariana.ramsey/video/7139853618714479918"
"sooo ive been featured in todays Dartmouth alumni magazine AGAIN 🙂 #fyp #olympian #rugby #dartmouth ","5007","777","3","2","5","https://www.tiktok.com/@ariana.ramsey/video/7139564126593928491"
"Just vindicating 😭 #fyp #dartmouth #rugby #olympian ","4562","433","7","3","4","https://www.tiktok.com/@ariana.ramsey/video/7139507839650942254"
"all jokes, i dont have exes #fyp #athlete #ReTokforNature #olympian ","651","53","1","1","0","https://www.tiktok.com/@ariana.ramsey/video/7138089750342143278"
"#fyp #olympian I am not one of them 😭","517","29","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7138059490359921962"
"#rugby #olympian #dartmouth #dwr #athlete #ReTokforNature #fyl","1093","129","8","0","1","https://www.tiktok.com/@ariana.ramsey/video/7137672574066068782"
"I ended up buying everything I said I would and got a smaller vest 😆 #olympian #WorldPrincessWeek  #marshallshaul #athlete #","802","47","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7135983725543787819"
"","378","17","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7135833425549937966"
"#kingofprussiamall #kop #cerealbar #coolstoresinkingofprussiamall #mall #pamall #phillymall #malls","1494","50","0","1","3","https://www.tiktok.com/@ariana.ramsey/video/7134390275220180270"
"","481","67","4","0","0","https://www.tiktok.com/@ariana.ramsey/video/7133566460668038443"
"Part 2 #kongdog #DoritosDareToBeBurned #kingofprussiamall","494","42","0","0","3","https://www.tiktok.com/@ariana.ramsey/video/7133271852570381614"
"YOURE THAT GIRL #greenscreenvideo #greenscreen #fyp","472","45","0","0","2","https://www.tiktok.com/@ariana.ramsey/video/7132832609238797610"
"10/10!!! #kongdog #fyp","457","45","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7132602710737866030"
"BAYYY SICKKKK","476","38","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7131862378073001262"
"#dartmouthcollege #fyp","330","18","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7104841139689098539"
"","454","41","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7104840034171391278"
"#shefit #wearthecrown #fyp #athlete #olympian #fitnessmodel","429","41","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7104782222011551018"
"","1646","111","4","0","1","https://www.tiktok.com/@ariana.ramsey/video/7099943076327771438"
"#fyp #dartmouthcollege #spring #sundress #baddie #dance #backitup #besties #dartmouth @Tala","2209","257","3","9","7","https://www.tiktok.com/@ariana.ramsey/video/7097631568633613610"
"I luv it here #olympian #rugby #athlete","626","72","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7096823046014635306"
