Description,Views,Likes,Comments,Shares,Bookmarks,Post URL,Post Date
If you listen closely you can hear audrey mad at her hair 💀. Hope yall like this GRWM.  #artisticswimming #hair #knox #gelatina #gel #myhairitdontmove #knoxremoval #knoxgelatine #teamusa #worldaquatics #fukuoka #worldaquaticschampionships ,9500000,555100,323,900,13000,https://www.tiktok.com/@daniellaaramirezzz/video/7274726611449269546,9/3/2023 15:14
2 DAY WEEKEND BABY ,406200,3031,6,7,90,https://www.tiktok.com/@daniellaaramirezzz/video/7274037845981973803,9/1/2023 18:41
"Owiee.🤕 Too much time without goggles underwater rlly hurts man.  ik this looks crazy, but since I was little the solution everyone gave was milk and it helps so much. ",1100000,36000,220,579,2741,https://www.tiktok.com/@daniellaaramirezzz/video/7271385559774285098,8/25/2023 15:09
Tech Team Prelims Knox at 5:30 🙃 #artisticswimming #hair #knox #gelatina #gel #myhairitdontmove #knoxremoval #knoxgelatine #teamusa #worldaquatics #fukuoka #worldaquaticschampionships ,1800000,75000,136,365,2529,https://www.tiktok.com/@daniellaaramirezzz/video/7260457664088460587,7/27/2023 4:23
,739700,5008,22,148,163,https://www.tiktok.com/@daniellaaramirezzz/video/7259786135637970218,7/25/2023 8:57
"SMTHING AB IT JUST SCRATCHES MY BRAIN SO GOOD!  So happy with how worlds turned out, coming home with a silver and bronze is amazing and im so proud of my team.  #artisticswimming #hair #knox #gelatina #gel #myhairitdontmove #knoxremoval #knoxgelatine #teamusa #worldaquatics #fukuoka #worldaquaticschampionships ",27100000,800400,3703,42900,44100,https://www.tiktok.com/@daniellaaramirezzz/video/7259359222876441899,7/24/2023 5:21
Tech team finals knox for our WORLD CHAMPIONSHIP Bronze medal !!!  #teamusa #worldchampionship #artisticswimming #knox #asmr #asmrsounds #gelatin #gelatina #swimmer #swim #acrobatics #swimmingpool #worldaquatics #DaniellaRamirez ,5200000,293000,626,2489,6233,https://www.tiktok.com/@daniellaaramirezzz/video/7257373243454016810,7/18/2023 20:54
I CANT BELIEVE I NOW HAVE 2 WORLD MEDALS AND I COULDNT BE ANY HAPPIER TO BE PART OF THIS TEAM!  I LOVE YOU GUYS  #teamusa #worldchampionship #artisticswimming ,777500,15900,37,47,552,https://www.tiktok.com/@daniellaaramirezzz/video/7257159015476628779,7/18/2023 7:03
ARTISTIC SWIMMING KNOX  for WORLD CHAMPS!  tech team finals tonight! be sure to tune in @ 7:30 PM Fukuoka time. Find the link on world aquatics website!  #teamusa #worldchampionship #artisticswimming #knox #asmr #asmrsounds #gelatin #gelatina #swimmer #swim #acrobatics ,22400000,741900,4792,24800,43600,https://www.tiktok.com/@daniellaaramirezzz/video/7257036340104006954,7/17/2023 23:07
Tech team prelims done! 4th going into finals.  Acro finals tommorow! 7 pm Japan Time!  #teamusa #worldchampionship #artisticswimming #knox #asmr #asmrsounds #gelatin #gelatina ,14100000,531100,1543,16100,16500,https://www.tiktok.com/@daniellaaramirezzz/video/7256355697191947563,7/16/2023 3:06
this bad boy was ROUGH! Yall not even ready for the assembly video i have of this.  — IN OTHER NEWS!! We killed prilims and are in second place heading into finals LETS GO TEAM. #teamusa #worldchampionship #artisticswimming #knox #asmr #asmrsounds #gelatina #gelatin #swimmer #swim #swimmingpool #acrobatics #worldaquatics #DaniellaRamirez ,577800,18100,71,100,689,https://www.tiktok.com/@daniellaaramirezzz/video/7255901264846818603,7/14/2023 21:42
YUCKY!!! #teamusa #worldchampionship #artisticswimming #knox ,1100000,25300,21,51,530,https://www.tiktok.com/@daniellaaramirezzz/video/7255650440438697258,7/14/2023 5:29
Kenney came in second today for Solo prelims and our duet competes next!! LETS GO TEAM! #teamusa ,412900,5730,12,33,214,https://www.tiktok.com/@daniellaaramirezzz/video/7255532740207037739,7/13/2023 21:52
WELCOME TO DAY 1 of FUKUOKA WORLD CHAMPIONSHIPS. I cant wait to show you guys everything here and to compete. LETS GOOOOOOO #teamusa #worldchampionship #artisticswimming #DaniellaRamirez #worldaquatics #knox #gelatin #gelatina #swimmer #swim #swimmingpool ,579800,11300,31,51,398,https://www.tiktok.com/@daniellaaramirezzz/video/7254163913216920874,7/10/2023 5:20
"WE LEAVE FOR FUKUOKA TOMMOROW. AND WE GOT SUPPLIED BY THE ONE AND ONLY @SYNKROLOVERS, GET YOURS ON THEIR WEBSITE OR INSTA 🥳",365200,3602,4,23,126,https://www.tiktok.com/@daniellaaramirezzz/video/7253405913682382123,7/8/2023 4:19
HELLO TOKYO #teamusa #worldchampionship ,287200,4701,7,16,140,https://www.tiktok.com/@daniellaaramirezzz/video/7252610438326750507,7/6/2023 0:52
NOPE NOT AT WORLDS NOT TODAY NOT EVER. Im not supersticious so DONT WORRY i wont be thrown off my game BUT JUST IN CASE anybody know how to dispose of bad luck stuff?   2 DAYS BEFORE WE LEAVE FOR JAPAN ,269800,6094,19,22,221,https://www.tiktok.com/@daniellaaramirezzz/video/7251779782139055403,7/3/2023 19:09
SHOTS SHOTS SHOTS SHOT.  tart cherry juice for recovery!  i use tart cherry juice for  • Inflamation  • Muscle Fatigue  • Oxidative stress  • Memory  • Sleep!  1 WEEK LEFT UNTIL WE LEAVE FOR JAPAN! THE COUNTDOWN BEGINS ,229400,3380,3,10,217,https://www.tiktok.com/@daniellaaramirezzz/video/7249570069154450731,6/27/2023 20:14
Yall we go hard at comp. WHO WON? besides me obv 🤪 #artisticswimming #teamusa #DaniellaRamirez #worldaquatics #knox #gelatin #gelatina ,653200,26500,25,70,832,https://www.tiktok.com/@daniellaaramirezzz/video/7248767387942653227,6/25/2023 16:19
Replying to @🪗   water does slmetimes get in tho bt thats just thw way it goes  #artisticswimming #teamusa #DaniellaRamirez #worldaquatics #swimmer #diving #swim #swimmingpool #gopro #acrobatics #artisticswimmingtraining ,470800,9962,93,150,411,https://www.tiktok.com/@daniellaaramirezzz/video/7244925715890654510,6/15/2023 7:51
Only 3 weeks until I leave for a training camp before World Championships in Fukuoka. To say that im exhausted would be an understatement. Bu you know what hurts more than muscle pain and fatigue?   Regret.  #artisticswimming #teamusa #DaniellaRamirez #worldaquatics #swimmer #diving #swim #swimmingpool #gopro #acrobatics   ,352600,4982,16,64,279,https://www.tiktok.com/@daniellaaramirezzz/video/7244407190709210411,6/13/2023 22:19
end of practice handstands.#artisticswimming #teamusa #artisticswimmingtraining #DaniellaRamirez #swimmerhair #worldaquatics #swimmer #diving ,357900,5995,14,29,340,https://www.tiktok.com/@daniellaaramirezzz/video/7242436908104551722,6/8/2023 14:54
"I have no words other than thank you, thank you, thank you.  #artisticswimming #teamusa ",357700,1736,10,1,48,https://www.tiktok.com/@daniellaaramirezzz/video/7240684559266975022,6/3/2023 21:34
SUNSCREEN! im honestly not thw best a reapplication but its been my goal to protect my skin as much as possible even if it means looking crazy.🤡 Would you try Diaper rash cream as a sunscreen?  #fakebodyy⚠️ #artisticswimmingtraining #DaniellaRamirez #swimmerhair #sunscreen #GRWM #teamusa #worldaquatics #artisticswimming #hairtok #swim #skincare #asmr ,614800,26300,53,210,1236,https://www.tiktok.com/@daniellaaramirezzz/video/7237718871648505130,5/26/2023 21:45
#duet with @Embily #artisticswimming Is this… is this a trend ??? I have no words…do i try ballroom hair next at this point? If this becomes a trend try at your own risk 🫣 #knox ,672100,21000,25,60,990,https://www.tiktok.com/@daniellaaramirezzz/video/7236956328504347950,5/24/2023 20:26
#duet with @Kenna McClellan #swimmerhair I am BEYOND SHOCKED that someone did knox of their own free will. Kudos to you you did an amazing job. #swimmerhair #teamusa #artisticswimming #worldaquatics #acrobatics #swimmer #hairtok #hairtok #knox #knoxgelatin ,9700000,514200,336,1250,13800,https://www.tiktok.com/@daniellaaramirezzz/video/7236924776957218091,5/24/2023 18:24
PLZZZZZZZ top tier top tier.   ,1100000,19200,25,34,787,https://www.tiktok.com/@daniellaaramirezzz/video/7233855270579981611,5/16/2023 11:52
"THIS IS BOMBBBBBB! Im not usually one to venture out and tey new products but this was such a win for my hair! The ingredients are all super hydrating, Thank you Eric for letting me try your new Curl Cream.  If you want to get your hands on this its on his website switchlanes.us 🥹🥹😍😍 theyre also on insta @switchlanes",1200000,24200,36,320,2260,https://www.tiktok.com/@daniellaaramirezzz/video/7233251727976402222,5/14/2023 20:50
I wanted to a share a taste of whats going on inside my head during our silver medal 🥈winning Acrobatic routine 🤪. You also get to witness the knox at work. #teamusa #artisticswimming #worldaquatics #teamusa #acrobatics #swimmer #hairtok #DaniellaRamirez #makeup #knox #grwm #waterproofmakeup ,1500000,119500,253,914,4523,https://www.tiktok.com/@daniellaaramirezzz/video/7233131129849613610,5/14/2023 13:02
Tech team makeup routine! We ended up switching out the lipstick to a lighter red at the pool. And we secured the Bronze!  Also I swear this is not a Milani Ad i just love this setting spray unless 😏. @Milani #artisticswimming #worldaquatics #teamusa #acrobatics #knox #swimmer #hairtok #DaniellaRamirez #makeup #waterproofmakeup #grwm ,2400000,90600,141,227,3013,https://www.tiktok.com/@daniellaaramirezzz/video/7231153010972380459,5/9/2023 5:06
Do my hair with me! So happy that competition is finished: 1 silver 1 bronze  #artisticswimming #worldaquatics #teamusa #acrobatics #asmr #knox #knoxremoval #swim #swimmer #DaniellaRamirez ,44500000,2600000,12100,41700,99600,https://www.tiktok.com/@daniellaaramirezzz/video/7230567498054110510,5/7/2023 15:14
only thr real ones know why its a different knox job than tech! Im competing today at 5:30 local time (montpellier) TUNE IN ON THE @WorldAquatics Youtube livestream  #artisticswimming #worldaquatics #teamusa #acrobatics #asmr #hairtok #hairstyle #knox #artswim #artswim #artisticsswimmingworldcup ,2400000,33200,59,84,1040,https://www.tiktok.com/@daniellaaramirezzz/video/7230394286255164714,5/7/2023 4:02
WE GOT BRONZE im so so proud of this team i could not be more happy to do this as my life. #artisticswimming #worldaquatics #teamusa #acrobatics #asmr #hairtok #hairstyle #knox #knoxremoval ,53500000,4400000,14900,106200,171700,https://www.tiktok.com/@daniellaaramirezzz/video/7230174830987840811,5/6/2023 13:50
I compete in a few hours!! Make sure to watch on the @WorldAquatics Youtube channel livestream. we are draw number 2  #artswim #artisticswimming #artisticsswimmingworldcup #worldaquatics #teamusa #acrobatics #asmr #asmrsounds #swim #swimmer #synchronizedswimming #DaniellaRamirez ,2500000,50200,159,769,2858,https://www.tiktok.com/@daniellaaramirezzz/video/7230065725883452718,5/6/2023 6:47
Especially on facetime hahahha i swear we talk sometimes 😂😂😂 @Keana Hunter ,1500000,42400,33,381,1530,https://www.tiktok.com/@daniellaaramirezzz/video/7229645300804177195,5/5/2023 3:36
"DAY 1 OF WORLD CUP FRANCE!  today went super well and great vibe, its always nice to see other teams and friends from other countries.  @Bloom Nutrition #bloompartner  #artswim #artisticswimming #artisticsswimmingworldcup #worldcup #worldaquatics #teamusa #teamusa #acrobatics #acro #swim #swimming #swimmer #swimmingpool #swimsuit ",1200000,33900,35,91,1189,https://www.tiktok.com/@daniellaaramirezzz/video/7229023064300752170,5/3/2023 11:21
Theres another version we call dirtier dancer 😏. But shes very dangerous hahaha.  #artswim #artisticswimming #artisticsswimmingworldcup #worldcup #worldaquatics #teamusa #acrobatics #acro #swim #swimming #swimmer #swimmingpool #swimsuit #dance ,1800000,61400,73,458,1940,https://www.tiktok.com/@daniellaaramirezzz/video/7228693281096568110,5/2/2023 14:01
"knoxing is going to be JOURNEY here , did anyone have any ideas of what they want to see when im knoxed?  anyways  so EXCITED i just posted some pics of our exploration of Montpellier on the GRAM but YAY. Time to get ready for competition time!  #teamusa #artswim #artisticswimming #swim #DaniellaRamirez #dance #artisticswimmer #swimmer #france #french #frenchopen #olympics ",1300000,27800,19,77,778,https://www.tiktok.com/@daniellaaramirezzz/video/7228234994982882603,5/1/2023 8:23
Ayooooo Day 3 in Sete comes to a closeeeee. We had an amazing day here and the local club were the sweetest most kind people cheering us on all day I cannot get over it.  I cannot thank them enough  #teamusa #artswim #artisticswimming #swim #DaniellaRamirez #dance #artisticswimmer #swimmer #workout #acro  #acrobatics #flying #basketoss #handstand ,1200000,12500,13,96,443,https://www.tiktok.com/@daniellaaramirezzz/video/7227912144153496878,4/30/2023 11:30
Something ab this crack is so satisfying haha. #teamusa #artswim #artisticswimming #swim #DaniellaRamirez #dance #dancing #artisticswimmer ,852000,12800,34,206,656,https://www.tiktok.com/@daniellaaramirezzz/video/7227529033448230190,4/29/2023 10:43
"Kilo running around the whole video is so cute. 🥺i miss my doggo already. Follow my insta for more dog content haha. Turbo, turbo and more turbo outifitting. Cant wait to show you guys everything here. #teamusa #artswim #artisticswimming #swim #swimmingpool #swimmer #sports ",681000,7301,9,24,271,https://www.tiktok.com/@daniellaaramirezzz/video/7227066257084894510,4/28/2023 4:48
here we go again. FRENCH OPEN HERE I COME. #teamusa #artswim #artisticswimming #swim #swimmingpool ,960000,27000,18,76,920,https://www.tiktok.com/@daniellaaramirezzz/video/7226465566599531818,4/26/2023 13:57
finger coils for the WIN! Love a good saturday everything shower for an amazing weekend to have my hair down.  #swimmer #teamusa #artisticswimming #improv #curlyhair #curls #curly #curlygirls ,767400,15000,28,65,724,https://www.tiktok.com/@daniellaaramirezzz/video/7222829712907783466,4/16/2023 18:48
This break was too short today😓.  #teamusa #artisticswimming #swimmer #swimming #swimming #DaniellaRamirez #artswim #artisticswimmer ,1200000,10600,22,50,574,https://www.tiktok.com/@daniellaaramirezzz/photo/7221704404196543787,4/13/2023 0:00
How do u find delight?  #improv #dance #dancing #teamusa #artisticswimming #swimmer #swimming #DaniellaRamirez ,895800,17100,79,352,1161,https://www.tiktok.com/@daniellaaramirezzz/video/7221356540148714795,4/12/2023 19:31
"would you believe me if i told you i got in the water at 6am and got out at 1pm?  cause i did, even though it hurt i love it.  #teamusa #artisticswimming #swimmer #swimming #workout #artswim #sports #acro #artisticswimmer #DaniellaRamirez ",730600,19500,16,184,866,https://www.tiktok.com/@daniellaaramirezzz/video/7221008181051378990,4/11/2023 20:59
"This morning was an intense one, bet youve never done a circuit in a daycare 🤩. #teamusa #artisticswimming #swimmer #swimming #workout #artswim #sports #acro #artisticswimmer #swimmingpool ",579100,7995,7,25,302,https://www.tiktok.com/@daniellaaramirezzz/video/7220195155968773422,4/9/2023 16:24
just Colorado OTC vibes. I love my team omg #teamusa #artisticswimming #swimmer #swimming #goggles #DaniellaRamirez #swim #sports #acro #artisticswimmer #swimmingpool ,1100000,42100,296,80,1599,https://www.tiktok.com/@daniellaaramirezzz/video/7218792578001440042,4/5/2023 21:42
"I hope this resonates with someone struggling with a set back. This June itll be 2 years since Qualifiers. Ive learned so much since then and though it didnt happen at first, ive redirected my life to being more dedicated to my passion than ive ever been in my life. These past 2 years taught me just how lucky I am to have found my passion, because not everyone does. So ill hold onto my Olympic dream, and see it to the end. Because theres no such thing as failure.",947000,12700,18,34,684,https://www.tiktok.com/@daniellaaramirezzz/video/7217625968020688171,4/2/2023 18:14
I didn’t film the rest AH!!!!! We were short on time and I didnt finish it! it be like that at comp sometimes #artisticswimming #swimmer #swimming #goggles #DaniellaRamirez #swim #splits #TEAMUSA #curlyhair #knox ,8600000,291600,185,879,5788,https://www.tiktok.com/@daniellaaramirezzz/video/7217239961865702702,4/1/2023 17:17
"but like, life is great tho. i love it here #artisticswimming #swimming #swimmer #goggles #goggletan #swim #DaniellaRamirez #splits #school #TEAMUSA #MyDolceMoment #teamusa ",1100000,8069,7,34,224,https://www.tiktok.com/@daniellaaramirezzz/video/7217102615677570347,4/1/2023 8:24
this looks insane ik HOLD ON give it a MINUTE #artisticswimming #swimming #swimmer #goggles #goggletan #swim #DaniellaRamirez ,1300000,16500,27,89,608,https://www.tiktok.com/@daniellaaramirezzz/video/7216122599342935339,3/29/2023 17:01
Flexibility session went well today but i was so soreeeee. In the words of Anna “be like melted cheese” #artisticswimming #swimming #swimmer #splits #TEAMUSA #curlyhair #sports #acro #artisticswimmer ,1100000,14700,19,78,639,https://www.tiktok.com/@daniellaaramirezzz/video/7215794205086584106,3/28/2023 19:46
I be heartbroken over it. BUT ITS NECCESSARY 🫠#artisticswimming #swimming #swimmer #grwm #lifts #swimmingpool #TEAMUSA #curlyhair #curls #curly #sports ,1000000,10900,18,46,342,https://www.tiktok.com/@daniellaaramirezzz/video/7215066734741589294,3/26/2023 20:43
We warmed up at 6:30 with a game of tag 🥹 i love it here #artisticswimming #swimming #swimmer #grwm #lifts #acro #swimmingpool #TEAMUSA #curlyhair ,1200000,19100,29,129,757,https://www.tiktok.com/@daniellaaramirezzz/video/7214685313652772139,3/25/2023 20:03
It was POURIN ☔️ #artisticswimming #swimming #swimmer #grwm #lifts #acro #swimmingpool #TEAMUSA #teamusa #swimmingpool #acro #artisticswimmer ,1000000,29400,24,94,1261,https://www.tiktok.com/@daniellaaramirezzz/video/7214308677648387370,3/24/2023 19:42
"Be your own hypeman. And if nobody else got you, i got you. #artisticswimming #swimming #swimmer #grwm #lifts #acro #swimmingpool #TEAMUSA #teamusa ",1000000,15700,17,85,1148,https://www.tiktok.com/@daniellaaramirezzz/video/7213886175260527915,3/23/2023 16:22
"Replying to @tama.van.huffelen The amount of people who think im gonna be bald is BONKERS. Gelatine is actually good for your hair, it contains collagen promoting hair growth and is made up of majority protien.",2700000,119500,308,398,3426,https://www.tiktok.com/@daniellaaramirezzz/video/7213103242962586926,3/21/2023 13:44
Replying to @olivejuice94  beast i know 🤯 ! This is from a underwater/ above water camera called WatliCam. You can find them on insta if you’re interested! #artisticswimming #swimming #swimmer #grwm #lifts #acro #acrobatics #acrobat ,5300000,318500,930,5647,9458,https://www.tiktok.com/@daniellaaramirezzz/video/7212677003307273515,3/20/2023 10:10
GRWM for a Bronze medal winning swim 🥉🤧🤩,2000000,86000,178,823,3901,https://www.tiktok.com/@daniellaaramirezzz/video/7212405920507252011,3/19/2023 16:38
#artisticswimming ,3600000,219300,389,1708,5901,https://www.tiktok.com/@daniellaaramirezzz/video/7212099690911812907,3/18/2023 20:50
shes been laughing for like 20 minutes 💀💀💀 i love it ,2700000,44300,85,67,1570,https://www.tiktok.com/@daniellaaramirezzz/video/7212075296273599787,3/18/2023 19:15
"Last day of comp, AND LAST KNOX OF THE MEET ! WOOHOO ",4800000,241400,1755,6319,9565,https://www.tiktok.com/@daniellaaramirezzz/video/7212026434229980462,3/18/2023 16:05
👏👏👏,6200000,80100,250,742,3032,https://www.tiktok.com/@daniellaaramirezzz/video/7211958110380969262,3/18/2023 11:40
Im sorry i didnt film anything taking it out AHHH i needed to sleep. heres me admiring my work right after i finished. Im gonna film when i compete tmmr! #artisticswimming #swimming #swimmer #grwm #unreadywithme #swimmingpool #teamusa #artisticswimmer ,133200000,6700000,50500,280000,330300,https://www.tiktok.com/@daniellaaramirezzz/video/7211739096140565803,3/17/2023 21:30
TEAM USA HITS THE BIG STAGE!! YES GUYS FIRST SWIM OF THE YEAR #artisticswimming #swimming #swimmer #grwm #unreadywithme #swimmingpool #teamusa #artisticswimmer,6200000,117600,64,406,3026,https://www.tiktok.com/@daniellaaramirezzz/video/7211662998283406638,3/17/2023 16:35
Hair was done before warm up and this is post swim and awards…I dont know how it was this perfect at the end of the day. #artisticswimming #swimming #swimmer #grwm #unreadywithme #swimmingpool #teamusa #artisticswimmer #curls #curly ,167000000,12400000,60800,462500,556400,https://www.tiktok.com/@daniellaaramirezzz/video/7211573345588874538,3/17/2023 10:47
I love my sport but this part 🤧🫤 #artisticswimming #swimming #swimmer #grwm #sports #curlyhair ,28600000,2100000,3188,13800,59200,https://www.tiktok.com/@daniellaaramirezzz/video/7211475880990805291,3/17/2023 4:29
DAY 2 CANADA OPEN! so excited rn to be starting the season again. LETS KILL IT! @artswimusa1 #artisticswimming #swimming #swimmingpool #teamusa ,5200000,126600,159,775,3952,https://www.tiktok.com/@daniellaaramirezzz/video/7210945318794333486,3/15/2023 18:10
"aweee i missed making these videos, HAPPY NEW YEARS A TODOS ! #newyear #grwm #makeup #nye ",3100000,35300,88,182,1294,https://www.tiktok.com/@daniellaaramirezzz/video/7183782911282285866,1/1/2023 12:26
Replying to @narimjebali  This is so offensively fire omg u should try ,2200000,36900,72,504,3854,https://www.tiktok.com/@daniellaaramirezzz/video/7182208803566292267,12/28/2022 6:38
this wasnt supposed to be a tutorial but omg i just went to costco just for pomegranates #pomegranate #cooking #whack ,2000000,37300,80,498,4540,https://www.tiktok.com/@daniellaaramirezzz/video/7181991038519708970,12/27/2022 16:33
#artisticswimming #artisticswimmer #sports #swimming #swimmingpool #swimmer ,1500000,25700,47,130,767,https://www.tiktok.com/@daniellaaramirezzz/video/7180847930910182699,12/24/2022 14:37
for one of our favorite people in the world @Najla Brannin ❤️ from @Artswimusa but especially from me🥹,1500000,27200,26,143,869,https://www.tiktok.com/@daniellaaramirezzz/video/7162666452250529066,11/5/2022 15:44
Have some super fun content coming up! cant wait to show everyone #curlyhair #curls #curly #makeup ,1200000,23200,24,63,923,https://www.tiktok.com/@daniellaaramirezzz/video/7157148874770058539,10/21/2022 18:52
ARE YOU FALLIN IN LOVE? ,887200,5739,16,26,274,https://www.tiktok.com/@daniellaaramirezzz/video/7154872035653586222,10/15/2022 15:37
like bro post ONE im not tryna hear u scream for 8 minutes #fypシ #fypage ,747200,18800,65,138,1127,https://www.tiktok.com/@daniellaaramirezzz/video/7142597919269473579,9/12/2022 13:47
wake up and stretch it out. ,671500,12000,16,25,1400,https://www.tiktok.com/@daniellaaramirezzz/video/7137011050955820334,8/28/2022 12:27
i promise its worth the wait #curl #curlyhair #curls #pinkhair,534700,9754,4,8,322,https://www.tiktok.com/@daniellaaramirezzz/video/7130300784394128682,8/10/2022 10:28
its a comfort thing #greenscreenvideo #greenscreen,456300,5289,13,9,199,https://www.tiktok.com/@daniellaaramirezzz/video/7129145811660803371,8/7/2022 7:46
#curlyhair #curls #curly #curlscheck #bighaircheck #curlygirl #curlyhairtutorial #curlyhairroutine #curlsroutine #venezolana #jamaican #3chair #4ahair,465600,11500,36,63,868,https://www.tiktok.com/@daniellaaramirezzz/video/7126969008628337966,8/1/2022 10:59
Its argan oil dont worry ab it sweet heart #hair #curlyhair #dryscalp #itchy #arganoil,363000,5086,14,10,228,https://www.tiktok.com/@daniellaaramirezzz/video/7126391018051734827,7/30/2022 21:36
this is probably the worst its gotten but this was a while ago so we g now 😋,508500,6235,8,10,225,https://www.tiktok.com/@daniellaaramirezzz/video/7116590556477902126,7/4/2022 11:45
here we are 6 years later and oh my gosh its been a ride.,299000,3614,9,3,85,https://www.tiktok.com/@daniellaaramirezzz/video/7115229531795148078,6/30/2022 19:44
Im sad that worlds is over 😩 #artisticswimming #knox #synchronizedswimming,934700,23400,37,37,959,https://www.tiktok.com/@daniellaaramirezzz/video/7114741988288711978,6/29/2022 12:12
Anna is so nice to put on my headpiece before prelims 🥹 #artisticswimming #artisticswimmer #swimming #worldchampionship #worldchamps #synchronizedswimming,6300000,208000,147,104,3738,https://www.tiktok.com/@daniellaaramirezzz/video/7114446222189940014,6/28/2022 17:04
,314200,5273,8,3,149,https://www.tiktok.com/@daniellaaramirezzz/video/7112865952148081963,6/24/2022 10:52
@Yujin Opinions on Korean Skincare? #korean #koreanskincare #skincare #skincareroutine #facemask,291800,7333,5,5,300,https://www.tiktok.com/@daniellaaramirezzz/video/7112512342935489834,6/23/2022 12:00
Fina World championships 2022 EEK #TeamUSA #teamusa #sports #finaworldchampionship #worldchampionship,3300000,441000,364,246,5949,https://www.tiktok.com/@daniellaaramirezzz/video/7111759304511933742,6/21/2022 11:18
Fina World Championships Budapest 2022 Day 2 with Team USA  #TeamUSA #artisticswimming #worldchampionship,222700,3704,13,6,132,https://www.tiktok.com/@daniellaaramirezzz/video/7110662310984764718,6/18/2022 12:21
#greenscreen im so grateful my family lets me live my dream but sometimes i just want to spend my birthday at home again. 🥺,176500,4458,5,1,137,https://www.tiktok.com/@daniellaaramirezzz/video/7109560549192518958,6/15/2022 13:05
Had to make everything water proof 🫣,379800,4756,17,8,218,https://www.tiktok.com/@daniellaaramirezzz/video/7092245984125701418,4/29/2022 21:16
come watch the sunrise with me for the third day in a row,178000,1518,5,1,82,https://www.tiktok.com/@daniellaaramirezzz/video/7083569416364985646,4/6/2022 12:07
this been stuck in my head all god damn day 💀,129000,1924,3,7,108,https://www.tiktok.com/@daniellaaramirezzz/video/7049093345494388014,1/3/2022 13:22
#greenscreenvideo #college #ucla #bestfriend #bestie #besties #foreveryoung @carollliinna,113600,1292,1,6,52,https://www.tiktok.com/@daniellaaramirezzz/video/7045043208581041455,12/23/2021 15:25
smokey 🌚,92800,862,3,2,32,https://www.tiktok.com/@daniellaaramirezzz/video/7006766791070420230,9/11/2021 12:53
this went pretty much as expected #protectivehairstyles #curlyhair #splitdye #curly #curls #curlyhairroutine #curlyhaircheck #naturalhairstyles #curl,91900,1939,8,8,77,https://www.tiktok.com/@daniellaaramirezzz/video/6989827085137104133,7/27/2021 21:18
@hefftyy plzzzzz i trusted you,85500,1458,10,4,53,https://www.tiktok.com/@daniellaaramirezzz/video/6973248507100548357,6/13/2021 5:05
Olympic Qualifiers.,73100,805,4,2,31,https://www.tiktok.com/@daniellaaramirezzz/video/6971888112591097093,6/9/2021 13:06
Theres just something in this song like 🤧🤩 #braid #protectivehairstyles #curlyhair #splitdye #curly #curls #curlyhairroutine #curlyhairstyles,76200,1633,4,0,83,https://www.tiktok.com/@daniellaaramirezzz/video/6962329327451131141,5/14/2021 18:53
hehe #curlyhair #splitdye #naturalhairstyles #curly #curls #curlssssssssss,66500,1360,3,8,71,https://www.tiktok.com/@daniellaaramirezzz/video/6959391977079147781,5/6/2021 20:55
#greenscreen #pinterest #curlyhairroutine #curlyhair #naturalhairstyles #splitdye #naturalhairtips #hairstyle #curlyhairstyles,62200,1350,4,10,149,https://www.tiktok.com/@daniellaaramirezzz/video/6957864837103848710,5/2/2021 18:09
this was for my mommas 🥺.,68900,790,2,5,46,https://www.tiktok.com/@daniellaaramirezzz/video/6952927324811660549,4/19/2021 10:49
Trying Pinterest Curly Hairstyles Pt.1 #curly #greenscreen #WidenTheScreen #naturalhair #splitdye #naturalhairtips #naturalhairstyles #pinterest,59000,1632,8,4,163,https://www.tiktok.com/@daniellaaramirezzz/video/6952692591330626821,4/18/2021 19:38
,74900,2782,30,62,221,https://www.tiktok.com/@daniellaaramirezzz/video/6948551208986561797,4/7/2021 15:47
LOL,45200,405,1,2,10,https://www.tiktok.com/@daniellaaramirezzz/video/6932318856924908806,2/22/2021 20:57
heres a more full view of my hair from when i straightened it haha. also dc creds in the comments,38400,418,3,3,21,https://www.tiktok.com/@daniellaaramirezzz/video/6931911714392820997,2/21/2021 18:37
ive never done this before but i came out really easyyyyy. It was super drying though so my hair need a major healing mask after. #curly #splitdye,110000,2186,21,46,732,https://www.tiktok.com/@daniellaaramirezzz/video/6927834350788611334,2/10/2021 18:55
since yall are already here. Heres my face every like 5 days since november.,42600,1055,12,4,77,https://www.tiktok.com/@daniellaaramirezzz/video/6926381522886888709,2/6/2021 20:57
i really didnt feel like myself with the straight hair so.... back to the regularly scheduled program. 💋🤩,73200,2264,17,6,69,https://www.tiktok.com/@daniellaaramirezzz/video/6926062089429699845,2/6/2021 0:18
Reply to @laurenformella #greenscreen i actually dont see it but ill take it. AINT NO COMPLAINTS. Shes so beautiful,104200,8663,82,12,163,https://www.tiktok.com/@daniellaaramirezzz/video/6925977086800841990,2/5/2021 18:48
🤯,196500,4818,25,5,43,https://www.tiktok.com/@daniellaaramirezzz/video/6925945490597022982,2/5/2021 16:45
@star_delao Periot. givin me Pretty little liar vibesss #hairstyle #curly #splitdye #curlyhairstyles #naturalhairtips #curl #curls #curlytostraight,2200000,514000,423,304,4985,https://www.tiktok.com/@daniellaaramirezzz/video/6925599336646642950,2/4/2021 18:22
